symbol,date,fiscalYear,period,reportedCurrency,grossProfitMargin,ebitMargin,ebitdaMargin,operatingProfitMargin,pretaxProfitMargin,continuousOperationsProfitMargin,netProfitMargin,bottomLineProfitMargin,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,solvencyRatio,cashRatio,priceToEarningsRatio,priceToEarningsGrowthRatio,forwardPriceToEarningsGrowthRatio,priceToBookRatio,priceToSalesRatio,priceToFreeCashFlowRatio,priceToOperatingCashFlowRatio,debtToAssetsRatio,debtToEquityRatio,debtToCapitalRatio,longTermDebtToCapitalRatio,financialLeverageRatio,workingCapitalTurnoverRatio,operatingCashFlowRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,debtServiceCoverageRatio,interestCoverageRatio,shortTermOperatingCashFlowCoverageRatio,operatingCashFlowCoverageRatio,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,dividendYield,dividendYieldPercentage,revenuePerShare,netIncomePerShare,interestDebtPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,operatingCashFlowPerShare,capexPerShare,freeCashFlowPerShare,netIncomePerEBT,ebtPerEbit,priceToFairValue,debtToMarketCap,effectiveTaxRate,enterpriseValueMultiple,dividendPerShare,endpoint
AAPL,2025-09-27,2025,FY,USD,0.4690516410716045,0.3189366615324358,0.34704597499525425,0.31970799762591884,0.3189366615324358,0.2691506412181824,0.2691506412181824,0.2691506412181824,5.704195622078759,3.1628972230174637,38.6428821266177,8.350945137857687,1.1584451663368045,0.8932929222186667,0.858770399261008,0.43329083598358015,0.21695214060169896,34.092882867601105,1.509474741456831,1.509474741456831,51.79151546797228,9.176121284791222,38.66416728259439,34.25435325882205,0.3128178576498785,1.5241072518411023,0.6038203213153511,0.5151090680713661,4.8721874872852045,-20.261496141580857,0.6730744848488508,0.26788190147563085,0.8859457132093074,6.085296866545329,0.0,5.483890009346254,0.9920357368500672,8.767754620526937,3.962254762581746,0.1376752075707526,0.004038238951672435,0.4038238951672435,27.83964946315684,7.49305950429809,7.51761046258822,3.6590293340468945,4.932468140616115,4.932468140616115,4.932468140616115,7.457738234605479,0.8505870154196074,6.607151219185871,0.8438999766441395,0.997587373167982,51.79151546797228,0.02583493549414094,0.15610002335586043,26.969935053694947,1.0316085225942402,ratios
AAPL,2024-09-28,2024,FY,USD,0.4620634981523393,0.3157901466620635,0.34505862646566166,0.31510222870075566,0.3157901466620635,0.23971255769943867,0.23971255769943867,0.23971255769943867,5.903038811648023,3.0503480278422272,28.870710952511665,8.560310858143607,1.0713874732862074,0.8673125765340832,0.8260068483831466,0.3414634938155374,0.16975259648963673,37.287278415656736,-45.93792700808932,-45.93792700808932,61.37243774486391,8.93822887866815,32.12256867269569,29.55638142954995,0.32620691544742175,2.090588235294118,0.6764370003806623,0.6009110021023125,6.408779631255487,-31.099932397502684,0.6704045534944896,0.3024128274962599,0.9201126388959359,5.037645481105417,0.0,5.663777000814215,0.9932386463854056,12.517624642743728,4.7912969490701345,0.16252026969360758,0.0043585983369965175,0.43585983369965176,25.484914639368924,6.109054070954992,7.759429340208995,4.247388013764271,3.711600978715614,3.711600978715614,3.711600978715614,7.706965094592383,0.6156891035281195,7.091275991064264,0.7590881483581001,1.0021831580314244,61.37243774486391,0.03050761336980449,0.24091185164189982,26.5639689436745,0.9928451151844366,ratios
AAPL,2023-09-30,2023,FY,USD,0.4413112957720756,0.30700131755743115,0.33705467211083134,0.2982141226502472,0.296740023742124,0.2530623426432028,0.2530623426432028,0.2530623426432028,6.284906124456834,3.420117870661705,33.82356657716001,7.04878990731205,1.087077369016657,0.9880116717592975,0.9444421504665951,0.3736231953917717,0.20621713876730807,27.790811789370586,170.91349250462116,170.91349250462116,43.37479145093811,7.032807935374461,27.06830203155125,24.384807626986785,0.3514917054991307,1.9941750072410132,0.6660181861175004,0.6052392537493568,5.673462491552152,-37.72675820660466,0.7607495802020535,0.28840940814276583,0.9008621079579892,5.696403242147923,29.062039155860667,6.9932941102043396,0.8919793431776003,10.08696048909572,4.254271859605911,0.1549048920047425,0.005573960673721321,0.5573960673721321,24.344472588086393,6.160669263554378,8.121260415958075,3.9096860303942442,3.947223589389663,3.947223589389663,3.947223589389663,7.021174930677783,0.6960644822856067,6.325110448392176,0.8528082577196314,0.9950569111381353,43.37479145093811,0.04121132401479895,0.14719174228036858,21.592832070393534,0.9543178069478274,ratios
AAPL,2022-09-24,2022,FY,USD,0.43309630561360085,0.3094733318455702,0.33763263070337385,0.30288744395528594,0.30204043334482966,0.2530964070519973,0.2530964070519973,0.2530964070519973,6.471607693822622,3.486641191608828,45.19733117670845,7.506148399131991,1.1178523337727317,0.8793560286267226,0.8472353911496149,0.36714081891400707,0.15356340351469652,24.441823533260525,2.8871904048664,2.8871904048664,48.14034011071204,6.186137718067193,21.888923611981014,19.970096962693717,0.37555810690139046,2.6144616356173036,0.7233336245304447,0.6613535965140913,6.961536943479634,-85.51897636087617,0.7932810328479952,0.30977003915522106,0.9123380078754983,4.735160767023002,40.74957352439441,5.786404547607769,0.9220335144927536,11.407452372058275,4.781048181924929,0.14870294480125848,0.006083954603424043,0.6083954603424043,24.31727304755197,6.154614437637777,8.350475392673257,2.9787931805221803,3.124822127430853,3.124822127430853,3.124822127430853,7.532762624088375,0.6603369778285755,6.872425646259799,0.8379553831557559,0.997203546639651,48.14034011071204,0.049221369535645945,0.16204461684424407,19.13954929539275,0.9152092909930789,ratios
AAPL,2021-09-25,2021,FY,USD,0.4177935962516778,0.305759437095597,0.33660546120054563,0.29782377527561593,0.2985290459437369,0.2588179335569424,0.2588179335569424,0.2588179335569424,7.102415252591931,3.889140478060004,32.367933130699086,7.386213580471258,1.042207736708053,1.0745531195957954,1.0221149018576519,0.3680430131429048,0.2784485300563432,25.916253509083226,0.3634864369282435,0.3634864369282435,38.89286546584245,6.707591178758778,26.39775889148279,23.585140835463964,0.3889493507159503,2.163924552226977,0.6839368374646815,0.6336151826987851,5.563512442542399,15.345960231563051,0.8291135709788733,0.284399030116151,0.8934523923950864,5.9485704896483735,41.19054820415879,6.663549606097483,0.76206032727326,9.385475868290483,4.071618659987476,0.15279890156316012,0.0058958715429144335,0.5895871542914434,21.90354123925411,5.669029281123018,8.332718609696315,3.750552652516527,3.7775565837141025,3.7775565837141025,3.7775565837141025,6.229345884552985,0.6637219009426348,5.56562398361035,0.8669773915591491,1.0023680804780217,38.89286546584245,0.05082789817935613,0.13302260844085087,20.7521186512474,0.8662214470849885,ratios
MSFT,2025-06-30,2025,FY,USD,0.6882374238616519,0.44728883588192697,0.5685174142068123,0.4562195624085985,0.43882310346296377,0.3614601524896707,0.3614601524896707,0.3614601524896707,4.030097990129462,3.168049343529072,93.636460554371,1.226011688984242,0.4551254194244616,1.3534464445042416,1.3468042317551587,0.4935504711023359,0.2141511705306689,36.307334924188865,2.34024452283087,2.34024452283087,10.764118126581247,13.123654818190854,51.62961737721859,27.153306575990367,0.18123337043600757,0.326610942735946,0.24619949392423787,0.1046630746733189,1.8021567548525528,6.679010443214281,0.964197198657395,0.48331700529596344,0.525925001101629,25.700222882615154,53.89014675052411,45.40246748916305,1.2137381444769308,2.1093708850366375,1.536244965193551,0.23648754811846964,0.00651349234561735,0.6513492345617349,37.90178931790663,13.699986546481904,15.413561146239742,12.720974034710077,46.210009417462665,27.090811247141126,46.210009417462665,18.31857930848917,8.684380465491726,9.634198842997444,0.8237035599019632,0.9618682310469314,10.764118126581247,0.011671111544129817,0.17629644009803683,23.595607841913026,3.239876227633526,ratios
MSFT,2024-06-30,2024,FY,USD,0.6976444382797138,0.45170160165142254,0.5426236731097168,0.44644299573273716,0.43972797219343834,0.35955972944084985,0.35955972944084985,0.35955972944084985,4.3061274682032185,3.3694308056010183,59.481540930979136,1.5860163569542938,0.47860153896318164,1.2749549031815206,1.2650096579027186,0.4531364132531208,0.14618552751305014,38.508221725515114,1.749065024168257,1.749065024168257,12.641532161041727,13.846005784874471,45.82037005035709,28.629421247089788,0.19105636291571237,0.36447069953850797,0.26711507961422654,0.13718766570790417,1.9076606189729475,4.27951394950941,0.9462190508117427,0.48362856047192826,0.6248186388635827,9.544329376105077,37.285519591141394,13.257436815030195,1.2115030862935863,2.665377610900016,1.7894577949523005,0.24701597531088318,0.006414629506176681,0.6414629506176681,32.986408289597634,11.860584039833132,13.563046696272373,10.164311667339524,36.12932310590769,16.37195532229848,36.12932310590769,15.953169156237385,5.985331718476652,9.967837437760732,0.8176867340217281,0.9849588332587063,12.641532161041727,0.015212315530012498,0.18231326597827197,26.11475636986971,2.929753734356076,ratios
MSFT,2023-06-30,2023,FY,USD,0.6892008588349102,0.43073402071585304,0.49614232121369417,0.417728806361041,0.42144727838992047,0.3414623787839464,0.3414623787839464,0.3414623787839464,4.3525098586920805,3.639845261121857,26.3452,1.9267277041832216,0.5143867603938094,1.76916725076573,1.745163179675273,0.41905585823778996,0.3332149132492871,35.04181589530272,169.9528070922005,169.9528070922005,12.29572278552829,11.96546181251917,42.63406204287516,28.951849010070564,0.1928291939336272,0.3852189135062529,0.27809244427019153,0.16916922159596798,1.9977209137681053,2.7395126365457956,0.84092982169776,0.4132883467427978,0.6790778927176817,12.223146223146223,44.98119918699187,16.69182389937107,1.1024785690008938,3.1160209200555022,1.828167073705304,0.2736280593137187,0.00780861528783952,0.7808615287839519,28.460247112543648,9.718103679828095,10.933252753156056,14.941713671770078,27.695809830781627,17.32084340585549,27.695809830781627,11.76228847703465,3.77477840451249,7.987510072522159,0.8102137474667174,1.0089016413813359,12.29572278552829,0.01862906870463007,0.18978625253328257,24.54249419821191,2.6591458501208702,ratios
MSFT,2022-06-30,2022,FY,USD,0.684016744842891,0.4326373127553336,0.5055681646239976,0.4205527815604983,0.4222323094769758,0.3668633681343622,0.3668633681343622,0.3668633681343622,4.479564402069542,3.2973684210526315,16.742383752004276,2.264752244534302,0.5434437013485364,1.7846069708251824,1.7452514671546664,0.4397321203441285,0.14651563913253823,26.467564134290193,1.3602317770280787,1.3602317770280787,11.559832834960549,9.709979724617945,29.550686579993553,21.622931206828774,0.21488871834228704,0.4707521225876956,0.3200757730401483,0.2202140710011518,2.1906786276134547,2.3277820500026416,0.9364022633095643,0.44905936349422504,0.7317234795305217,18.549667497921863,40.41832283082889,32.388141142233536,1.1356505102040817,3.727497278740685,2.1188215416101475,0.24931947537738183,0.009419811891732594,0.9419811891732593,26.45010672358591,9.703575240128067,10.734124866595518,13.97398612593383,22.217449306296693,11.702241195304163,22.217449306296693,11.877668089647813,3.1864994663820703,8.691168623265742,0.8688661665631421,1.0039936198025976,11.559832834960549,0.025857604399357057,0.13113383343685794,19.849227147118388,2.419290288153682,ratios
MSFT,2021-06-30,2021,FY,USD,0.689258007710247,0.43696159154728476,0.5064846984912664,0.415948788729713,0.4230046166293846,0.36451739564989766,0.36451739564989766,0.36451739564989766,4.418368688063507,3.4447009167051377,19.814871016691956,2.374023699560753,0.5035906992351227,2.0799936835218875,2.0502611186933914,0.3803984545677326,0.1604385440517951,33.367862447160974,0.844351997575987,0.844351997575987,14.398979491224608,12.163166317643137,36.43184539719876,26.641677091477717,0.24650442358566596,0.5794715046341944,0.3668768337599101,0.2607178931803272,2.3507549933797223,1.637056010596336,0.8655830898857394,0.4565465708438437,0.7312744331508991,7.228162795162219,29.80221653878943,9.506937561942518,0.9326916065047764,3.7212685481524583,2.066068976657782,0.269638164874084,0.008080774286967414,0.8080774286967415,22.27216112362528,8.118590168278786,11.212932290976546,17.259308334437524,18.813833311249503,11.193454352722936,18.813833311249503,10.16827878627269,2.732476480720816,7.435802305551875,0.861733847149166,1.0169632129984554,14.398979491224608,0.02844045164881105,0.13826615285083402,24.81424930110179,2.1890817543394725,ratios
